"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"FER",15.134255,7.340878,7.316487,4.312224,15.434706,10.211398,10.07579,11.634624,8.295772,5.555611,11.197958,4.20460961,5.390987
"FER1L5",0.630123,0.568884,0.746827,0.844528,0.292871,0.862969,0.303713,0.5663601,0.223186,0.365276,0.4925626,0.535602,1.05658
"FES",53.236528,131.564712,92.026506,84.035579,137.291028,88.805512,107.687383,86.1764958,87.847781,110.5715817,99.50620046,97.617813,101.777617
"FFAR2",46.741911,35.66883,19.21575,16.534746,16.29924,20.09170014,63.33029626,19.14659,8.4547117,10.23938,15.9993,40.08574616,17.602867
"FFAR3",2.70597,2.34116,0.708053,1.216439,1.7143,2.49627,2.108325,0,0,0,0,6.0695,1.490363
"FGFR2",0.613543,0.51769,1.3645448,0.445813,0.99065,0.525024,0.5758095,3.434693,0.70578946,0.250024,0.291435,0.6250364,0.3154989
"FGL2",172.0025,286.4238,148.085,182.3176,167.0311,232.2176,188.6811,152.4134,135.6413,204.0967,175.26,195.7207,148.6543
"FGR",455.49412,552.55427,508.66001,573.2108,415.9984,392.327222,477.94171,469.35561,463.521698,595.58689,542.7883,575.856046,368.07977
"FKBP1A",592.73009,842.703595,743.32816,662.841809,671.43092,622.156794,486.853425,498.2802,515.12623,548.466995,556.67169,676.521412,569.787623
"FKBP1B",2.952242,2.30573,3.838809,0.429494,1.238543,1.434277,3.000797,8.3451,2.044136,2.11811,1.87607,1.37186,2.64003
"FLCN",15.671289,14.15577,18.107885,13.138797,9.025296,10.36493,16.191838,12.316586,19.923224,6.97872,12.679196,10.62183097,9.08397
"FLI1",62.15855001,74.592589,103.103849,104.6075839,87.750331,42.64100346,61.84745,80.003963,87.226652,98.59434,93.345282,47.73597,111.444376
"FLNA",417.2892794,536.5364454,646.516274,529.2399369,463.1981468,448.0489796,390.6237799,363.2097331,486.1805668,423.4814399,344.3296109,495.6181021,353.3877305
"FLNB",9.338256068,8.020519134,12.284624,13.86276531,16.15652501,9.472586154,11.32602065,8.823471601,12.24921665,13.90155741,11.62232256,6.925012109,11.612405
"FLOT1",77.295115,93.0198104,119.928013,99.18450427,95.40431,94.7097,95.16834,105.65963,108.618555,90.730158,95.6385775,105.96172,94.03730188
"FLOT2",170.700075,137.1629258,160.872668,176.5169636,136.801276,119.099496,135.016831,142.910554,122.677345,153.325869,157.0855211,121.742921,136.76196
"FLT1",3.8573171,0.5360791,0.86916,3.3306963,1.0551666,0.400543,2.211661,0.4874817,0.669594,1.3240122,0.359316,0.794688,0.514713
"FLT3",3.79473,2.760702,9.88634,9.79059,6.31001,5.909378,4.37966,2.821232,5.366041,7.20679,6.00221,3.218193,9.1929
"FLT3LG",47.251929,35.98304266,26.191679,31.793236,40.81243,45.93776,35.445933,44.949451,53.63545795,35.601175,41.87044712,38.756305,48.951561
"FLT4",0.532367,1.265120004,2.1197019,1.427148,0.8200462,1.715316,1.6188031,1.291853,1.5217189,1.3524191,0.7921557,1.026754,1.410809
"FLVCR1",3.158042,6.77966,2.9860235,7.585665,3.77501,5.135629,1.5248,3.830709,3.051074,3.27545,3.421122,2.229444,3.010855
"FN1",4.8321797,6.075863584,4.659103122,6.9762039,4.65816792,1.831308459,4.756482983,2.3475771,2.93352938,2.549376937,9.364990302,1.921037,5.11874115
"FNIP1",20.8174192,24.63022117,18.24071007,17.2110131,22.656566,26.146853,16.5155646,20.60392,15.79360005,17.44517,15.34843709,22.96529,35.06512
"FOS",1557.09836,3193.94069,3482.735574,3015.023289,3789.192593,1708.13652,2796.222655,1127.96884,962.318325,819.0731,850.0664,4128.782961,2479.841746
"FOXC1",0.0487558,0,0,0,0,0,0,0,0,0,0,0,0
"FOXE1",0.0278766,0,0,0,0,0,0,0,0,0,0,0.0256531,0
"FOXF1",0,0,0,0,0,0,0,0,0,0,0,0,0.0355505
"FOXJ1",0.112095,0,0,0,0,0,0.335721,0,0.557117,0,0.0911613,0,0
"FOXO3",15.32423528,13.5661,18.71733,18.99843,16.14308146,16.34155844,13.0115848,13.17971,23.86708,14.15269,10.45554,22.16343,12.92862
"FOXP1",173.553492,157.829018,221.137321,202.447588,209.92099,223.3144954,138.315017,183.661993,142.375104,132.747281,145.555437,122.5225562,235.34717
"FOXP3",2.72672,0.687941,2.737609,3.295225,2.55451,1.7645874,1.611715,1.862499,2.0869141,3.4625,3.11969,3.647035,3.4533
"FPR1",214.6942,380.928551,275.66915,308.37507,203.38962,367.7866,288.182916,263.45946,173.343184,309.18549,256.149757,370.514489,362.345687
"FPR2",51.566082,72.049469,68.59043,71.97838,60.625042,66.105861,66.599821,52.86632,39.470469,55.14546,54.387593,72.254685,66.779
"FPR3",1.313631,0.728861,1.472602,2.25383,2.13922,3.1391,1.86356,2.74947,1.78691,2.65154,1.93439,1.70022,2.00465
"FRK",1.8321,1.58725,1.83679,2.06212,1.52737,1.64674,2.19361,3.05595,1.65932,1.82065,1.85837,1.91328,2.15248
"FST",0.975397,1.258101,0,0.0446612,0.574881,0,0.167947,0.039504495,0,0.035471077,0,0.036210942,0.696900531
"FSTL3",1.55304,2.04706,1.47525,1.90512,4.115517,5.427549,2.205484,3.980626,2.14609,3.399811,4.96971,5.742561,0.732859
"FTH1",6788.624857,7361.187995,5803.73773,5000.81308,5685.073431,10526.86442,3872.770341,3883.56769,3458.787304,3801.99872,2878.781185,6550.934273,8944.28307
"FURIN",10.62933621,11.93627162,22.22767289,16.27322178,15.218004,17.371033,11.6095518,7.34214001,9.99751272,14.40718801,11.30128731,13.57228698,15.92639749
"FUT10",9.579515,5.1472863,6.638538,7.893372172,2.067500515,4.4689684,6.86015,8.629054001,14.188268,1.4801809,5.046758,8.0709107,1.4488
"FUT4",2.69126,2.36896,3.24847,2.07174,0.772556,1.24248,2.98428,1.71459,1.43746,2.17664,2.13523,2.8138,1.57431
"FUT7",4.43394,5.98019,8.89936,7.43365,8.08329,6.64849,7.61048,7.3865,11.9459,10.1108,10.8556,5.1102,3.09996
"FUT9",0.0433387,0.020962,0.0138274,0.0416781,0.0416677,0.0795586,0.0130669,0.0299566,0.0190908,0.0260681,0.0263894,0.0267089,0.0591437
"FYB1",256.88203,328.861857,288.66108,353.08081,322.685075,345.368517,269.6441,259.10215,246.842,265.90769,254.67946,269.734586,292.721763
"FYB2",2.70901,1.30523,1.76339,1.46653,0.814738,2.26178,1.35028,1.3472,0.296374,0.912562,1.02816,1.55519,1.98749
"FYN",247.307354,185.169941,351.926488,332.5423992,229.806504,241.816324,196.5366703,248.0740547,243.3833037,212.2470841,176.8938083,173.790534,302.621554
"FZD5",0.125194,0.916982,0.132251,0.295086,0.187187,0.210807,0.469601,0.0415768,0.195271,0.288543,0.104298,0.609172,0.450638
"FZD7",0,0,0,0,0,0.104453,0.245631,0,0,0,0,0,0
"FZD8",0,0,0,0.0228602,0,0,0,0,0,0,0,0,0
"FZD9",0,0,0,0,0,0,0,0.042561,0,0,0,0,0
"G3BP1",122.38966,89.772933,111.3237,124.143555,139.345229,91.931418,108.8177759,108.772666,101.667178,96.683631,119.764942,79.584261,85.59497
"G3BP2",102.991721,125.624206,94.7879985,132.35317,81.79382,173.605214,82.06561,81.564096,75.545125,70.029746,98.519689,116.227124,163.558186
"G6PD",82.335074,108.98015,141.308517,149.212012,122.755938,100.78464,102.20958,82.007093,91.219276,97.683831,101.52059,103.931417,112.17515
"GAB2",17.494848,14.00111,15.735227,19.929999,15.696763,15.402775,15.894973,22.66405806,14.92985,15.7924034,16.921242,19.3726484,27.894736
"GAB3",42.67009,32.027021,34.93738854,36.08321,37.8619,23.9942068,35.97917,44.5507,30.0923,31.18507,22.690915,28.022653,31.678779
"GABPA",19.18279,16.587832,17.3879,19.0488,15.324903,15.70143,15.289344,17.801343,11.901773,15.486738,21.04548,10.77918,17.126043
"GAL",0.152964,0,0,0,0,0.255636,0,0,0,0,0,0,0
"GAPDH",1652.911161,1930.44096,1492.17265,1658.39103,1664.175435,2210.733328,2059.20853,1970.131694,2008.232989,2163.915221,2376.70159,2816.09433,1380.27497
"GAPT",67.42259,71.913057,84.097595,111.43242,108.36346,92.58653,67.876067,116.660447,86.25755,121.21498,76.32429,87.03597,62.168761
"GAS6",1.537759,0.983687,4.654661,1.8342452,3.838651,0.8985254,2.622201,2.735416,4.690672,5.705294,1.417588,1.612091,4.2213561
"GATA1",5.757,6.493538,5.630565,3.144411,3.13996,2.652887,3.184074,8.15178,13.78345,2.314773,8.35338,6.18451,6.43308
"GATA2",11.579743,15.136426,46.01123,13.686747,30.50988003,3.587659,23.987979,48.197848,31.67768,6.770218,25.13536324,10.18627617,20.30282013
"GATA3",22.37409,11.810066,35.923044,26.640629,26.20399,14.005675,13.871709,25.15939,32.82293,23.770991,22.45224,11.743411,23.60852
"GATA6",0,0,0.483811,0,0,0.0414282,0.250712,0.0490996,0.111634,0,0,0.0453564,0
"GBF1",18.22339,22.035,14.0447,19.87141,13.24492,13.90432,16.005033,23.84433,20.11087,16.06427,17.549591,14.957315,20.83303
"GBP1",144.162896,285.86567,102.40588,56.16023,103.77514,51.4154302,371.0679733,53.783216,76.65907,58.512452,80.68314,87.9018,49.38535
"GBP2",197.5656,289.68728,160.9480947,124.930593,162.60311,127.991844,267.86816,115.57772,151.32796,132.25986,182.91932,147.288864,115.61658
"GBP3",47.28625,30.646054,26.935946,25.471568,27.3533324,30.00836,27.70029056,39.588056,31.447963,29.963888,33.98451,21.4907,18.141002
"GBP4",41.84248,61.59224,16.4254,27.54822,33.69522,31.655969,55.568,30.253035,22.889357,21.6461,34.826173,29.856604,26.0719
"GBP5",107.78106,250.5086,91.3529,55.84573,144.488607,93.20551,198.02564,91.5489,107.41724,91.98715,105.3767,81.612423,82.93579
"GBP6",0.473702,0.355762,0.292948,0.419252,1.30068,1.00954,0.333175,0.829633,0.188397,0.113326,1.15052,0.692257,0.668362
"GBP7",0.0405052,0.0392888,0,0,0,0.0342087,0,0.121193,0,0,0.0992649,0.0373622,0
"GCH1",25.08874502,16.54435618,21.86034707,16.58256078,16.62189549,21.96838387,31.9953066,19.35313,21.48082593,33.38843,23.57103846,33.4974167,11.03798534
"GCNT1",11.32763,17.31891,10.09138,17.72947,9.4159,10.218425,8.48267,11.89909,12.78234,10.9378,11.38262,6.5959,6.619
"GCNT4",6.87156,2.66803,7.06344,7.39234,10.184,5.58488,4.87422,4.97364,7.06795,6.56306,5.85736,3.55162,6.05355
"GCSAM",11.714216,3.408844,19.165871,8.30234,22.998037,11.893346,17.894,22.396646,20.280004,22.192874,16.4368095,7.001436655,10.048353
"GCSAML",4.353303,3.7309392,4.737663,1.92469,7.413414,10.66624,6.58468394,7.565449,5.702872212,0.656263,2.892732,5.866404,8.87132
"GEM",0.548187,2.578209,0,0,0.67852,2.232683,0.626552,0,0,0,0.117397,0.563869,1.487264761
"GFER",3.190972,3.156327,15.406565,3.039825,4.06253,4.489606,6.336338,8.978836,8.104498,8.96464,15.387303,1.470473,11.717525
"GFI1",2.26774,1.0963,2.3285,1.79818,1.96913,1.26101,4.20681,3.27418,2.301063,2.60452,4.08374,1.41352,1.05227
"GFI1B",22.601377,16.628834,40.220518,12.9554838,13.06216101,16.30705,8.037246,19.978925,30.962907,12.190131,17.997539,16.075221,16.116474
"GGT1",13.97637541,12.937353,18.86541401,20.250894,7.795279,7.398520937,13.654472,10.341567,15.624832,20.08856123,17.111324,12.396569,12.58031001
"GLI2",0,0.013346513,0,0,0.026507024,0,0,0.028002333,0,0,0.017279999,0,0.035824797
"GLI3",0.418393,0,0.200735,0,0,0,0.0342251,0.0947316,0.166842,0.071313,0.110083,0,0
"GLMN",17.561696,14.136578,22.564269,20.939627,10.35324,13.89559934,11.066889,14.530598,11.241439,13.033154,11.557905,6.461611,15.807277
"GLO1",54.9434,56.0349,74.0788,70.2484,68.475,55.2547,52.1723,49.6836,48.712,49.0969,57.1362,43.8963,43.8225
"GLRX5",4.137411,10.143401,11.98784,10.938781,4.527526,2.42726,8.391822,21.251359,35.2997,22.047589,17.735217,4.51066,8.59994
"GNL1",26.26515,16.396619,22.109934,26.44988,25.64082,22.63322,17.998537,35.26608,24.71845,29.376953,28.248357,18.35224,32.6104
"GNLY",942.580025,576.610154,854.484438,1414.85706,444.06697,464.499801,460.24624,649.43372,958.082049,580.513552,358.855762,541.0991,454.599427
"GOLPH3",31.944325,21.5399,39.322241,30.368968,26.7018,24.7246,33.232331,26.2965,35.968981,38.0098,28.5422,34.7414,24.900408
"GON4L",37.225253,34.43905504,47.41392101,46.630198,50.74432872,28.599173,45.674838,49.09811905,40.108802,48.482127,34.48955343,37.62355018,47.45745993
"GP1BA",8.2508,12.8472,3.88182,5.92664,2.09428,4.368840069,7.40361,9.91201,10.50654374,4.68349,8.91233,8.175470118,5.60905
"GP1BB",0.245033,26.7019,23.3357,7.56823,1.13533,0,0.995384,44.2582,43.3327,16.1054,17.5684,1.41247,36.8705
"GP2",0.277766,0.110485,0.15467,0.273231,0.406854,0.0492207,0.108737,0.0633742,0.155683,0.0597995,0.266204,0.0958953,0.232578
"GP5",0.382768,0.555229,0.10623,0,0.185568,0.0463734,0.14728,0.0815211,0.981083,0.596588,0.368916,0.251327,0.354369
"GP9",15.8378,15.1415,10.6101,8.28098,5.9115,11.5324,5.72029,26.3507,27.0219,10.312,10.2109,21.8302,16.1852
"GPAM",1.7679118,2.66875,2.712518,5.62376,1.62198,3.283807,1.52171,2.631852,5.178015,0.8641847,1.883649,1.813522,1.975388
"GPATCH3",18.529278,20.91168,22.05614,29.12028,27.56835,23.21928,21.936114,15.72957,13.43375,16.59821,21.54064,22.18846,19.4051
"GPC3",0,0,0,0,0.256394,0,0.836527,0.6637229,0.942957001,0.480311,0.3642013,0,0.580306
"GPER1",0.686383,0.614653,5.082743,2.248704,0.758742,0.764569,1.414889,0.670458,1.6247076,2.881024,0.182474,0,1.40673
"GPI",154.759066,116.486541,125.598623,154.5792196,136.33608,152.867335,154.790188,187.470216,137.7548182,149.8954502,177.785864,164.90753,121.935312
"GPLD1",1.455833,1.943689,0.537761,2.189267,1.577785,1.571903,1.291248,2.32284,2.499362,1.174322,0.401273,1.672015,1.737339
"GPNMB",2.741123,0.570678,1.754302,2.187714,5.514294,4.038494003,2.801816,1.625875,2.436686,1.503874,2.143275,2.22834,1.079788
"GPR108",83.815629,139.4817962,147.7037789,129.86849,132.146152,123.7879612,55.615218,76.40034733,91.30220428,118.213195,65.15575462,76.5664054,112.840988
"GPR137",14.809026,13.616017,12.148775,15.537076,13.630839,12.090077,9.99252,9.23076,12.643131,11.097714,13.681742,11.501734,7.162783
"GPR137B",13.659232,4.994862,2.1580306,7.13155,2.958072,7.09131,8.22172,13.608274,8.944178,9.672652,9.539892004,9.523544,2.042163
"GPR15",5.90233,1.19087,4.84835,4.32814,13.9798,3.84126,3.7051,2.63086,4.16934,6.02714,8.94318,3.15914,3.43568
"GPR151",0,0,0,0,0,0,0,0,0,0,0.0768854,0,0.572315
"GPR171",32.63835,16.27719,27.61822,49.0654,45.87665,45.4795,37.42711,49.5733,72.8796,51.1696,37.46352,33.14213,34.20084
"GPR174",23.3841,15.7296,14.0449,23.0333,13.4771,14.7618,24.5316,31.9095,30.9344,30.5911,30.3144,13.1267,20.2657
"GPR18",28.304232,26.451109,21.42928,21.68479002,26.32312,70.49977,27.16142,35.91943,27.058864,26.13891,31.038079,25.5372,36.75852
"GPR183",457.046,293.032,450.105,539.51,385.158,844.169,253.613,217.551,188.223,146.362,199.423,338.015,582.966
"GPR31",0,0,0,0,0,0,0,0,0,0,0.0601135,0,0
"GPR33",0,0,0,0,0.85581,1.42512,0.289737,0.161077,0,0,0.593465,0.446364,0.525677
"GPR55",3.39573,0.460163,1.9806586,2.137671,2.387449,6.009239741,3.1448256,3.768207,2.51658,3.288451757,4.6424059,5.411547,2.0411243
"GPR65",41.314,40.619,47.5225,38.2188,34.0769,42.805,35.8904,28.6013,30.5703,40.3248,33.8584,37.9581,38.0178
"GPR68",7.66188,6.445162,7.302779,10.08142,11.54425791,1.85692,6.036441,9.710523,12.174185,18.641525,7.77269,3.61519,2.288245
"GPR89A",30.209027,35.22622,25.798053,36.490622,42.525735,47.116169,34.796152,48.826621,42.096353,37.11463727,31.41900604,44.52577996,48.40667
"GPR89B",22.475936,16.33314863,21.777388,15.274918,25.123901,20.768817,23.65595352,24.50056,30.8271,28.37411,28.866342,13.882928,20.31193
"GPRC5B",0,1.701646,0,1.34229946,0.328504,0.0220952,0.0588069,0.291254,0.4274294,0.2635241,0.239381845,1.092512,0.914144
"GPS2",118.025441,126.89018,118.807644,165.99919,146.24706,113.729858,98.69024,110.765547,100.16057,100.830373,126.3310775,84.151829,121.791936
"GPSM3",183.45786,123.79147,174.689271,186.661793,201.48352,205.750656,139.546072,150.347686,177.255735,165.462157,159.923707,172.429937,143.346945
"GPX1",189.4664,207.77507,162.2702,142.0109,109.29292,188.84523,189.26894,292.2081,263.11409,281.82415,155.08679,278.3374,188.1935
"GRAMD4",4.34117,1.644195,7.444472,5.869743,4.774559,6.33248,3.047,3.060831708,4.106359,5.69936,4.135376,4.7473446,2.423055
"GREM1",0.122937,0.1575,0.14526,0.110646,0.151648,0.111964,0.0294564,0.100506,0.129406,0.144096,0.0791585,0.129869,0.241498
"GRN",543.438998,1111.547129,777.840703,782.320246,664.022217,743.988692,883.035386,735.797687,655.651581,889.12523,699.569494,928.534312,604.413281
"GSDMD",103.420641,95.424399,75.884071,106.807998,80.85615144,95.14373307,141.2148282,109.799921,82.634539,126.769362,135.2895049,108.7609311,75.723346
"GSN",78.42908029,115.7584436,101.8593504,116.6185754,104.7935258,130.2629186,99.204644,90.10687375,117.276079,74.625247,88.873091,90.4478357,94.21950008
"GTPBP1",34.567689,43.882837,19.01402,27.859141,19.567039,30.925645,31.292843,23.311032,22.725275,14.763979,20.167336,41.421643,41.93690719
"GZMA",330.371,177.465,236.297,221.648,191.004,188.128,160.548,194.934,206.128,250.635,125.922,122.652,146.507
"GZMB",685.34567,390.39314,394.3494161,478.213901,278.75042,332.12951,263.98126,275.08519,320.01485,266.893589,203.3753,219.10591,243.3503
"GZMM",74.90324,46.0914,59.94971,35.87511,52.67647,69.57269,65.12147,64.9461,95.91877,80.92423,74.24621,57.5391,61.8935
"H2BC11",32.25465,17.83841,44.41648,29.0139,20.86371,45.8138,7.48967,13.50434,46.0984,29.67545,14.31901,37.18463,36.71901
"H2BC12",46.9834,23.476,31.5112,24.5886,13.3946,30.6004,29.2021,66.2517,54.9956,36.3707,36.5233,46.9406,40.2275
"H2BC21",39.0453,28.9369,63.6247,30.1372,17.9486,56.1443,25.9139,37.2951,37.3671,36.0065,24.1256,34.3216,38.7194
"H2BC4",21.29408,20.9312,30.63146,11.65094,11.69867,25.17709,5.92262,13.95149,20.76326,7.61465,14.29972,17.78058,31.93422
"H2BC6",0.142912,0,0.0571386,0,0.261735,0,0.0502831,0.165608,0.114882,0,0,0.22516,0.469578
"H2BC7",1.39794,0,4.24421,1.43638,0.717089,2.10941,0.83363,1.39152,2.69528,1.09052,2.28038,0.343069,2.90835
"H2BC8",7.93064,0.822597,14.4112,2.2655,3.71518,7.93282,6.56054,6.26516,10.7621,5.07528,2.19028,2.73579,3.67415
"H4C1",2.54173,0,0,0,0,1.39169,2.92701,3.34676,0,0.752764,0,0,0
"H4C11",9.48486,0,0,0,1.8288,1.57341,4.58321,3.78178,3.55654,1.6885,2.35704,3.47738,4.98989
"H4C12",2.37655,4.05185,8.81651,0.813267,0.624131,2.60167,0,0.401669,0,2.82808,3.94123,4.21579,5.06366
"H4C13",0,4.05185,0,0,0,0,0,0,0,0,0,0,0
"H4C14",11.1739,0.3774844,4.61443,5.40195,0.981416,10.363983,1.524004,1.772701,11.89423,2.122474,5.657081,7.219208,4.42157
"H4C15",23.31881,13.767838,13.027384,7.540778,14.1417,12.753841,12.6643,18.463491,14.534795,18.29085,24.548531,2.63989,16.45336
"H4C2",0,0,0.798297,0,0,0,1.85089,0,0,0,0.523679,0,0
"H4C3",7.71114,10.6878,36.0094,6.17637,13.6344,23.0363,16.5059,16.5825,19.7783,13.0095,20.7061,3.52708,4.51139
"H4C4",4.23622,0,0,0,0,0,0,0,0,0,0,6.15454,0
"H4C5",0.286556,0,0,0,0,1.50314,0.192573,0.142655,0.251208,0.258068,0.437735,0.263547,0.186128
"H4C8",13.32193,3.132856,11.14698,7.912494,5.599869,9.46897,1.699798,3.342359,5.885065,13.761752,3.29032,11.737386,11.80043
"H4C9",2.53862,2.45146,2.97122,1.4674,1.79042,2.55495,1.21191,4.46474,2.59591,4.11392,4.03577,1.94532,1.31988
"HAMP",0.823621,0.738445,1.915673,0.896481,1.47861,0.626787,0.838714,0.770281,0.515753,0.806905,1.177206,0.557801,0.767406
"HAVCR1",1.002976,1.346241,10.420402,5.962187,7.26344,4.665034,8.787434,0.4976432,12.3338063,8.052175,3.732048,6.034126,26.42810206
"HAVCR2",48.23936,62.54295,43.62172,39.709264,39.32079,42.771266,40.447261,27.4796484,34.89665,34.429049,39.182996,40.929079,41.94986
"HAX1",103.6178874,94.176191,79.150268,78.670974,122.74406,114.0871855,82.3977769,90.7657266,107.75762,100.85975,101.7372052,82.247767,99.43744
"HCAR2",16.0325,32.8562,26.8839,70.531,27.368,27.9798,7.74836,4.15557,1.92,1.96606,7.23222,54.8486,52.5266
"HCK",275.720888,508.832044,318.0810274,370.2803787,308.507038,281.3776502,310.6734226,252.944516,216.6552475,361.3971632,340.836352,409.4597294,277.78773
"HCLS1",567.70183,790.68249,723.56632,807.32172,713.26578,732.4793,502.590447,545.92195,523.584521,579.802968,610.64731,606.45856,645.44397
"HCST",44.7501,48.777,100.0972,59.473,39.39,32.686,59.7918,48.9421,79.1445,84.6272,35.3193,54.2986,33.9906
"HDAC4",18.64402139,30.724605,16.26526,27.502714,20.07444,11.426618,18.665019,25.10509495,11.61807858,16.575574,13.1377105,18.16138513,21.97105
"HDAC5",57.869535,48.953554,40.8990837,46.544199,61.08193,43.047411,41.382932,45.865312,36.101869,37.216874,54.218452,39.3909,56.8051554
"HDAC9",32.9543577,71.818724,49.84892483,35.2192315,32.94143382,37.85850109,33.930062,47.8437711,20.987873,42.74474185,25.600342,17.75015824,41.09588249
"HEATR9",1.792506,2.483459,1.668092615,2.838831,1.780459,1.997386,2.52801,2.45864,2.044726,2.898551,1.03826898,1.176494,0.810521
"HECTD1",46.398694,43.021166,79.4856701,41.36696582,39.119569,39.76148359,34.829164,47.016576,45.11458807,39.271098,35.64029119,46.77367037,67.321978
"HELLS",6.972505,5.528278,4.442089,8.95074375,9.644177333,2.5478248,4.785726,4.953327,9.072408301,3.914694624,15.427424,3.923293,5.01464
"HERC5",9.560438,23.60208407,16.83382,15.78618,13.831728,7.992824,39.66360069,6.420073,13.402556,13.96394003,6.100313,6.934312,12.28024
"HERC6",13.700748,24.331522,25.361083,18.625804,19.58835,22.45716,30.92979,23.53961,21.976555,18.128145,18.41319,13.628229,14.402422
"HES1",0.34661,0.645427,0.6573238,0.321875,0.222288,0.386952,0,0,0.234279,0.120344,0.163242,0.5309928,3.38374
"HEXIM1",20.5002,10.078,14.7925,17.4887,11.0666,19.5231,7.63869,14.5054,9.18307,13.4637,9.38482,13.4639,21.4186
"HFE",3.370322,5.800627,4.274158,5.312461,5.861628011,1.7930309,4.1470922,4.797871026,8.492691,6.170992503,5.226974,4.19409,4.991971511
"HHEX",35.763549,47.50984,60.330008,29.907802,48.49404,18.053071,37.624969,50.25065,40.18903,51.74949,52.33164,19.93091,36.12618
